code,name
966G,LOCAL ACCESS LLC - MA
989G,VOXBEAM TELECOMMUNICATIONS INC. - MA
990E,"BANDWIDTH.COM CLEC, LLC - MA"
6083,"NORFOLK COUNTY INTERNET, INC."
6101,"COMCAST PHONE OF MASSACHUSETTS, INC. - MA"
4052,"CONVERSENT COMMUNICATIONS OF MASSACHUSETTS, LLC"
745B,"CROCKER TELECOMMUNICATIONS, LLC - MA"
7103,BROOKS FIBER COMMUNICATIONS OF MASSACHUSETTS - MA
871D,TIME WARNER CABLE INFORMATION SVCS (MASSACHUSETTS)
7755,"GLOBAL NAPS, INC.-MA"
3849,MAGNA5 LLC - MA
5115,CONSOLIDATED COMMUNICATIONS OF VERMONT COMPANY
9450,"LEVEL 3 COMMUNICATIONS, LLC - VT"
7778,BROOKS FIBER COMMUNICATIONS OF NEW HAMPSHIRE - NH
5113,CONSOLIDATED COMM OF NO. NEW ENGLAND-NH
8468,"FREEDOM RING COMMUNICATIONS, LLC"
268F,"PEERLESS NETWORK OF MASSACHUSETTS, LLC - MA"
2899,"BROADVIEW NETWORKS, INC. - MA"
174A,"NEP, LLC"
316E,YMAX COMMUNICATIONS CORP. - MA
966C,"DSCI, LLC"
3295,"PRISM MASSACHUSETTS OPERATIONS , LLC - MA"
428H,"AIRUS, INC. - MA"
007J,MEGAPHONE INC
756G,"WIDE VOICE, LLC - MA"
648G,MOSAIC NETWORX LLC - MA
895G,GETGO COMMUNICATIONS LLC - MA
0334,METROPOLITAN TELECOMMUNICATIONS OF MASS DBA METTEL
116E,"INTRADO COMMUNICATIONS, LLC"
732H,"BARR TELL USA, INC. - MA"
393H,"RCLEC, INC. - MA"
139F,WORLDCALL INTERCONNECT INC.
293C,"CHARTER FIBERLINK MA-CCO, LLC - MA"
736H,"PACOPTIC NETWORKS, LLC - MA"
3460,CTC COMMUNICATIONS CORP. - RI
003F,"BANDWIDTH.COM CLEC, LLC - RI"
9248,"BROADVIEW NETWORKS, INC. - RI"
4029,"PAETEC COMMUNICATIONS, INC. - RI"
631G,"PEERLESS NETWORK OF RHODE ISLAND, LLC - RI"
311D,MAGNA5 LLC - MA
0036,GRANBY TELEPHONE LLC
236F,"CRC COMMUNICATIONS OF MAINE, INC. - MA"
7031,COMAV CORPORATION
8924,"BROADWING COMMUNICATIONS, LLC - MA"
0084,TACONIC TELEPHONE CORP.
271G,"INTEGRATED PATH COMMUNICATIONS, LLC - NY"
818H,"PEERING HUB, INC. - NY"
8299,"TELEPORT COMMUNICATIONS AMERICA, LLC - NH"
4053,"CONVERSENT COMMUNICATIONS OF NEW HAMPSHIRE, LLC"
6386,BELL ATLANTIC NYNEX MOBILE
4017,LEVEL 3 COMMUNICATIONS - NH
4286,"LIGHTSHIP TELECOM, LLC - NH"
4206,"PAETEC COMMUNICATIONS, INC. - NH"
9247,"BROADVIEW NETWORKS, INC. - NH"
2527,"CHOICE ONE COMMUNICATIONS OF NEW HAMPSHIRE, INC."
7188,"TELCOVE OF VERMONT, INC. - VT"
6389,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - RI
836C,"INTRADO COMMUNICATIONS, LLC"
4159,"CCCRI, INC. DBA TOTAL CONNECT! - RI"
507H,"AIRUS, INC. - RI"
035D,"DSCI, LLC"
363E,YMAX COMMUNICATIONS CORP. - RI
343H,"WIDE VOICE, LLC - RI"
0037,MAGNA5 RTC LLC DBA RICHMOND TELEPHONE COMPANY
4580,"NECLEC, LLC"
6290,UNITED STATES CELLULAR CORP. - NEW HAMPSHIRE
8088,MANITOBA TELEPHONE SYSTEM
498E,PROVINCIAL TEL INC. - MB
346G,RFNOW INC. - MB
991B,MTS COMMUNICATIONS INC.
141F,LES.NET (1996) INC. - MB
120F,WESTMAN MEDIA COOPERATIVE LTD.
069J,XPLORE MOBILE INC.
930E,FLEXITY SOLUTIONS INC. - ON
228C,IDT AMERICA CORP - MD
2697,CTC COMMUNICATIONS CORP. - MD
9170,"BROADVIEW NETWORKS, INC. - MD"
202H,VOXBEAM TELECOMMUNICATIONS INC. - MD
964H,"BARR TELL USA, INC."
8864,BROADWING COMMUNICATIONS. LLC - MD
820C,"INTRADO COMMUNICATIONS, LLC"
466H,GETGO COMMUNICATIONS LLC - MD
327J,"TALKIE COMMUNICATIONS, INC. - MD"
691H,"AIRUS, INC. - MD"
596H,"RCLEC, INC. - MD"
469J,"CORETEL MARYLAND, INC. - MD"
861F,"MCC TELEPHONY OF THE MID-ATLANTIC, LLC - MD"
4720,"USCOC OF CUMBERLAND, INC. DBA UNITED STATES CEL MD"
836G,"SHENTEL COMMUNICATIONS, LLC - MD"
4606,"NEW FRONTIERS TELECOMMUNICATIONS, INC."
676A,"MOUNTAIN COMMUNICATIONS, LLC DBA PROCOM - MD"
0169,VERIZON NORTH INC.-PA
8497,TELCOVE OF YORK - PA
4098,SPRINT SPECTRUM L.P. - MD
089J,"CHARTER FIBERLINK - MARYLAND II, LLC - MD"
0209,UNITED TEL CO. OF PENNSYLVANIA DBA CENTURYLINK
420C,"ARMSTRONG TELECOMMUNICATIONS, INC. - MD"
8575,SPRINT SPECTRUM L.P.- WV
9944,"LEVEL 3 COMMUNICATIONS, LLC - WV"
0149,"FRONTIER COMMUNICATIONS OF BREEZEWOOD, LLC"
6846,D&E/OMNIPOINT WIREL JOINT VENT LP DBA PCS ONE
8502,"ADELPHIA BUSINESS SOLUTIONS OF HARRISBURG, INC."
6284,UNITED STATES CELLULAR CORP. - WEST VIRGINIA
080F,"BANDWIDTH.COM CLEC, LLC - WV"
0216,ARMSTRONG TELEPHONE CO. OF MARYLAND
5111,CONSOLIDATED COMM OF NO. NEW ENGLAND-ME
882G,"TELEPORT COMMUNICATIONS AMERICA, LLC - ME"
512F,"FREEDOM RING COMMUNICATIONS, LLC - ME"
313C,IDT AMERICA CORP - ME
0029,"UNITY TELEPHONE CO., INC."
3316,"NORTHLAND TELEPHONE OF MAINE, INC."
578C,TIME WARNER CBL INFO SVC (ME) DBA TIME WARNER CBL
6291,UNITED STATES CELLULAR CORP. - MAINE
4121,MID-MAINE TELPLUS DBA MID-MAINE COMMUNICATIONS
9346,"CHOICE ONE COMMUNICATIONS, INC. - ME"
0004,CHINA TELEPHONE CO.
3315,"MID-MAINE TELECOM, LLC"
5205,"OXFORD CNTY TELEPHONE SVC CO, DBA OXFORD NETWRKS"
038F,"PAETEC COMMUNICATIONS, INC. - ME"
2733,CTC COMMUNICATIONS CORP. - ME
454F,"ONVOY, LLC"
3314,OXFORD WEST TELEPHONE COMPANY
0024,SOMERSET TELEPHONE CO.
989E,"BANDWIDTH.COM CLEC, LLC - ME"
1255,"CRC COMMUNICATIONS OF MAINE, INC. - ME"
0011,HARTLAND & ST. ALBANS TELEPHONE CO.
9472,BIDDEFORD INTERNET CORPORATION - ME
925H,"PEERLESS NETWORK OF MAINE, LLC - ME"
0015,COMMUNITY SERVICE TELEPHONE CO.
3313,SIDNEY TELEPHONE CO.
0005,COBBOSSEECONTEE TELEPHONE COMPANY
0027,UNION RIVER TELEPHONE CO.
0010,HAMPDEN TELEPHONE CO.
0034,WEST PENOBSCOT TELEPHONE & TELEGRAPH CO.
0022,SACO RIVER TELEPHONE LLC
7777,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - ME
0003,LINCOLNVILLE TELEPHONE CO.
314C,IDT AMERICA CORP - NH
2698,CTC COMMUNICATIONS CORP. - NH
927H,"PEERLESS NETWORK OF NEW HAMPSHIRE, LLC - NH"
383J,CONSOLIDATED COMM ENTERPRISE SERVICES INC
3311,"TIDEWATER TELECOM, INC."
0025,STANDISH TELEPHONE CO.
3312,CONSOLIDATED COMMUNICATIONS OF MAINE COMPANY
0019,OXFORD COUNTY TELEPHONE & TELEGRAPH CO.
453G,"NORTHEAST WIRELESS NETWORKS, LLC"
8090,"NEW BRUNSWICK TELEPHONE CO., LTD"
329A,ALIANT TELECOM (MOBILITY)
8933,"LINCOLNVILLE COMMUNICATIONS, INC."
0031,WARREN TELEPHONE CO.
382D,"LEVEL 3 COMMUNICATIONS, LLC - ME"
8239,"TELEBEC, LTEE"
8306,VIDEOTRON LTD.
3754,"CONVERSENT COMMUNICATIONS OF MAINE, LLC"
0020,PINE TREE TELEPHONE LLC
805E,"SECURESYSCOM, INC. - ME"
414E,YMAX COMMUNICATIONS CORP. - ME
9827,"OTEL TELEKOM, INC. - NH"
0007,THE ISLAND TELEPHONE COMPANY
571G,ROGERS COMMUNICATIONS CANADA INC.
7157,BROOKS FIBER COMMUNICATIONS OF MICHIGAN - MI
543C,"ONVOY, LLC - MI"
991E,"BANDWIDTH.COM CLEC, LLC - MI"
4125,"XO COMMUNICATIONS SERVICES, INC. - MI"
933G,"PEERLESS NETWORK OF MICHIGAN, LLC - MI"
672B,CLEAR RATE COMMUNICATIONS - ULEC - MI
821C,"INTRADO COMMUNICATIONS, LLC"
5353,TDS METROCOM INC. - MI
8685,US XCHANGE OF MICHIGAN LLC DBA CHOICE ONE COMM MI
770E,"TELEPORT COMMUNICATIONS AMERICA, LLC - MI"
1200,TALK AMERICA INC. - MI
7701,PHONE MICHIGAN
2550,"123 NET, INC."
0975,"LONG DISTANCE OF MICHIGAN, INC. DBA LDMI - MI"
3535,"ACD TELECOM, INC. - MI"
405H,"RCLEC, INC. - MI"
528A,"FIRST COMMUNICATIONS, LLC - MI"
0681,"FRONTIER MIDSTATES, INC. - MI"
0672,COMMUNICATIONS CORP. OF MICHIGAN
4417,"FRONTIER COMMUNICATIONS OF MICHIGAN, INC."
3459,"TC3 TELECOM, INC. - MI"
558A,DEERFIELD FARMERS' TELEPHONE COMPANY - MI
0725,SAND CREEK TELEPHONE CO.
0714,OGDEN TELEPHONE CO. MI
6718,THUMB CELLULAR LIMITED PARTNERSHIP
279B,CLEAR RATE COMMUNICATIONS - CLEC - MI
0702,CENTURYTEL OF MICHIGAN INC DBA CENTURYLINK
351D,"CHARTER FIBERLINK - MICHIGAN, LLC - MI"
116F,"PENINSULA FIBER NETWORK, LLC - MI"
0721,PIGEON TELEPHONE CO.
0127,WINN TELEPHONE COMPANY DBA WINN TELECOM - MI
668E,"SIGECOM, LLC DBA WOW INTERNET CABLE AND PHONE"
0728,SPRINGPORT TELEPHONE CO.
9245,"CYNERGYCOMM.NET, INC. - MI"
4044,"GLOBAL CROSSING TELEMANAGEMENT, INC.-MI"
194H,"MEI TELECOM, INC. - MI"
144E,"SOUTHWEST MICHIGAN COMMUNICATIONS, INC. - MI"
0679,BLOOMINGDALE TELEPHONE CO.
0671,CENTURYTEL MIDWEST-MIDWEST INC DBA CENTURYLINK
0669,ALLENDALE TELEPHONE CO.
736B,"ACE TELEPHONE COMPANY OF MICHIGAN, INC."
260E,YMAX COMMUNICATIONS CORP. - MI
4133,MICHTEL COMMUNICATIONS LLC - MI
0675,BARAGA TELEPHONE CO.
6695,RANGE TELECOMMUNICATIONS
746G,UPPER PENINSULA TELEPHONE COMPANY - MI
0732,UPPER PENINSULA TELEPHONE CO.
0713,HIAWATHA TELEPHONE CO.
6692,"NEW CELL, INC. DBA CELLCOM"
0689,CENTURYTEL OF UPPER MICHIGAN INC DBA CENTURYLINK
4253,BARAGA TELEPHONE COMPANY
0685,CHATHAM TELEPHONE CO.
030G,"TIME WARNER CABLE INFORMATION SVCS (MICHIGAN), MI"
0711,MIDWAY TELEPHONE CO. - MI
429F,"HALO WIRELESS, INC"
7279,"MCI WORLDCOM COMMUNICATIONS, INC. - MI"
0030,"BORDERLAND COMMUNICATIONS, LLC - MI"
0717,ONTONAGON COUNTY TELEPHONE CO.
785G,"MICHIGAN CENTRAL BROADBAND COMPANY, LLC"
9714,"GRID 4 COMMUNICATIONS, INC. - MI"
0688,CLIMAX TELEPHONE CO.
8331,CLIMAX TELEPHONE COMPANY
542D,ALLBAND COMMUNICATIONS COOPERATIVE
085D,"BUCKEYE TELESYSTEM, INC. - MI"
0676,BARRY COUNTY TELEPHONE CO.
0683,CARR TELEPHONE CO.
0726,SHIAWASSEE TELEPHONE CO.
691A,"DAYSTARR, LLC DBA DAYSTARR COMMUNICATIONS - MI"
599H,LENNON TELEPHONE COMPANY - MI
6789,"BEEPERMART, INC."
591C,"WESTPHALIA BROADBAND, INC. - MI"
8935,"COMCAST PHONE OF MICHIGAN, LLC - MI"
0738,WOLVERINE TELEPHONE CO.
0703,KALEVA TELEPHONE COMPANY
0704,"ACE TELEPHONE CO. OF MICHIGAN, INC."
392F,KALEVA TELEPHONE COMPANY - MI
473D,"CMC TELECOM, INC. - MI"
288E,"FUSION COMMUNICATIONS, LLC"
0678,BLANCHARD TELEPHONE CO.
0737,WINN TELEPHONE CO.
0691,DEERFIELD FARMERS TELEPHONE CO.
356D,AMERICAN BROADBAND AND TELECOMMS COMPANY - MI
0677,ISLAND TELEPHONE CO.
0694,FARMERS MUTUAL OF CHAPIN DBA CHAPIN TEL. CO.
0705,CENTURY TEL CO NORTHERN MICHIGAN DBA CENTURYLINK
4418,"FRONTIER COMMUNICATIONS OF MICHIGAN, INC. - OH"
4088,"BROADWING COMMUNICATIONS, LLC - MI"
339E,BRIGHT HOUSE NTWS INFORMATION SVCS (MICHIGAN) - MI
299H,LOCAL ACCESS LLC - MI
6724,"INSTANT PAGE, INC."
948H,"AIRUS, INC. - MI"
0692,DRENTHE TELEPHONE CO.
0708,LENNON TELEPHONE CO
7608,"BUCKEYE TELESYSTEM, INC. - OH"
7158,"BROOKS FIBER COMMUNICATIONS OF OHIO, INC. - OH"
0977,"LONG DISTANCE OF MICHIGAN, INC. DBA LDMI - OH"
0627,"TALLGRASS COMMUNICATIONS, INC."
0265,"MCLEODUSA TELECOMMUNICATIONS SERVICES, INC.- OH"
457H,"RCLEC, INC. - OH"
0735,WESTPHALIA TELEPHONE CO.
0734,WALDRON TELEPHONE CO.
0920,NIAGARA TELEPHONE CO.
0924,CENTURYTEL MIDWEST-KENDALL LLC DBA CENTURYLINK
2094,"QUALSTAR COMMUNICATIONS, INC. - OH"
509B,AMERICAN BROADBAND AND TELECOMMS COMPANY - OH
0665,"WINDSTREAM OHIO, LLC"
084E,"CHOICETEL, LLC - WI"
9759,"METRO SOUTHWEST PCS, LLP"
0720,PENINSULA TELEPHONE CO.
1443,"LORETEL SYSTEMS, INC."
1401,HALSTAD TELEPHONE CO.
1391,"FELTON TELEPHONE CO., INC."
1419,LISMORE COOPERATIVE TELEPHONE CO.
1456,EMBARQ MINNESOTA DBA CENTURYLINK
925C,CONSOLIDATED TELEPHONE COMPANY - MN
447D,"CHARTER FIBERLINK CCO, LLC - MN"
1347,"ALBANY MUTUAL TELEPHONE ASSOCIATION, INC."
429A,MIDCONTINENT COMMUNICATIONS - MN
1494,UPSALA COOPERATIVE TELEPHONE ASSOCIATION
1426,MANCHESTER - HARTLAND TELEPHONE CO.
7783,BROOKS FIBER COMMUNICATIONS - MN
8405,"TELEPORT COMMUNICATIONS AMERICA, LLC - MN"
8581,CONSOLIDATED COMMUNICATIONS ENTERPRISE SVCS-MN
4156,"TEKSTAR COMMUNICATIONS, INC."
322E,YMAX COMMUNICATIONS CORP. - MN
149D,"NEXTERA COMMUNICATIONS, LLC - MN"
7036,"TDS METROCOM, LLC"
625H,GARDONVILLE COOPERATIVE TELEPHONE ASSOCIATION - MN
1396,GARDONVILLE COOPERATIVE TELEPHONE ASSN.
4139,ELECTRIC LIGHTWAVE LLC DBA ALLSTREAM
755B,"HIAWATHA BROADBAND COMMUNICATIONS, INC. - MN"
914F,"WIKSTROM TELEPHONE COMPANY, INC. - MN"
1375,CONSOLIDATED COMMUNICATIONS MID-COM COMPANY - MN
1427,CONSOLIDATED COMMUNICATIONS OF MINNESOTA CO - MN
1505,"WIKSTROM TELEPHONE CO., INC."
1414,"WINDSTREAM LAKEDALE, INC."
1390,FEDERATED TELEPHONE COOPERATIVE
1451,PAUL BUNYAN RURAL TELEPHONE COOPERATIVE
1450,PARK REGION MUTUAL TELEPHONE CO.
0999,"WINDSTREAM EN-TEL, LLC"
7770,ELECTRIC LIGHTWAVE LLC DBA ALLSTREAM
4609,WIRELESS COMMUNICATIONS VENTURE
973H,MIDWEST NETWORK SOLUTIONS HUB LLC
1350,ARVIG TELEPHONE CO.
1395,GARDEN VALLEY TELEPHONE CO.
105J,GARDEN VALLEY TELEPHONE COMPANY - MN
1353,CITY OF BARNESVILLE TELEPHONE UTILITY
4300,RED RIVER RURAL TEL ASSN DBA RED RIVER COMM - MN
1475,RUNESTONE TELEPHONE ASSOCIATION
8051,BELL ONTARIO
4814,PAUL BUNYAN RURAL TELEPHONE COOP
1482,SHERBURNE COUNTY RURAL TELEPHONE CO.
958E,"BIG RIVER TELEPHONE COMPANY, LLC - MN"
4263,"WINDSTREAM NORTHSTAR, LLC - MIN"
1389,FARMERS MUTUAL TELEPHONE CO.
2836,FARMERS MUTUAL TELEPHONE COMPANY - MN
1403,FEDERATED TELEPHONE COOPERATIVE
2629,FEDERATED TELEPHONE COOPERATIVE - MN
1472,REDWOOD COUNTY TELEPHONE CO.
1374,ARROWHEAD COMMUNICATIONS CORP.
1385,EAST OTTER TAIL TELEPHONE CO.
1501,WEST CENTRAL TELEPHONE ASSOCIATION
179E,WEST CENTRAL TELEPHONE ASSOCIATION - MN
1431,MIDWEST TELEPHONE CO.
1507,WINSTED TELEPHONE CO.
1226,"WH LINK, LLC - MN."
107F,"PEERLESS NETWORK OF MINNESOTA, LLC - MN"
1422,"LONSDALE TELEPHONE CO., INC."
578G,"MOSAIC NETWORX, LLC - MN"
5312,"LEVEL 3 TELECOM OF MINNESOTA, LLC - MN"
8274,"GLOBAL CROSSING LOCAL SERVICES, INC.-MN"
2557,"XO MINNESOTA, LLC"
020J,"AIRUS, INC. - MN"
6098,CENTURYTEL ACQ LLC DBA CENTURYLINK ACQUISITION MN
855E,"FUSION COMMUNICATIONS, LLC"
5822,"VELOCITY TELEPHONE, INCORPORATED - MN"
4549,"COMCAST PHONE OF MINNESOTA, INC. - MN"
314H,"RCLEC, INC. - MN"
5512,POPP COMMUNICATIONS-MN
822C,"INTRADO COMMUNICATIONS, LLC"
3449,"BROADWING COMMUNICATIONS, LLC - MN"
1362,BRIDGE WATER TELEPHONE CO.
716F,FIBERNET MONTICELLO
221H,LOCAL ACCESS LLC - MN
1479,SCOTT RICE TEL CO. DBA INTEGRA TELECOM
1386,ECKLES TELEPHONE CO.
2474,"FRONTIER COMMUNICATIONS OF AMERICA, INC. - MN"
1453,PEOPLES TELEPHONE CO. MN
1356,BENTON COOPERATIVE TELEPHONE CO.
2630,"LOCAL ACCESS NETWORK, LLC - MN"
1410,JOHNSON TELEPHONE CO.
1373,CONSOLIDATED TELEPHONE CO.
4352,"VAL-ED JOINT VENTURE, LLP DBA 702 COMMUNICATION MN"
1631,RED RIVER RURAL TEL ASSN DBA RED RIVER COMM - ND
3065,MIDCONTINENT COMMUNICATIONS - ND
6568,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - ND
2737,"VAL-ED JOINT VENTURE, LLP DBA 702 COMMUNICATION ND"
1433,MID-STATE TELEPHONE CO.
1383,EAGLE VALLEY TELEPHONE CO.
1495,VALLEY TELEPHONE CO.
4602,"HUTCHINSON TELECOMMUNICATIONS, INC."
8054,"LEVEL 3 COMMUNICATIONS, LLC - ND"
8282,"MCLEODUSA TELECOMMUNICATIONS SERVICES, INC.- ND"
597J,COMPUTER TELEPHONY INNOVATIONS INC. DBA VOXTELESYS
2564,ELECTRIC LIGHTWAVE LLC DBA ALLSTREAM
452F,"ONVOY, LLC - ND"
1412,KASSON & MANTORVILLE TELEPHONE CO.
1365,CALLAWAY TELEPHONE EXCHANGE
1483,SLEEPY EYE TELEPHONE CO.
1370,CLARA CITY TELEPHONE EXCHANGE CO.
5566,KASSON-MANTORVILLE TELEPHONE COMPANY - MN
1372,CLEMENTS TELEPHONE CO.
0950,CENTURYTEL NW WISCONSIN LLC DBA CENTURYLINK
1430,MELROSE TELEPHONE CO.
6084,"MCLEODUSA TELECOMMUNICATIONS SERVICES, INC.- MN"
4708,CONSOLIDATED COMMUNICATIONS ENTERPRISE SVCS-ND
1512,WOLVERTON TELEPHONE CO. - MN
287G,"MLGC, L.L.C. - ND"
999E,"BANDWIDTH.COM CLEC, LLC - ND"
1509,WOLVERTON TELEPHONE CO. - ND
460H,"PEERLESS NETWORK OF NORTH DAKOTA, LLC"
361E,YMAX COMMUNICATIONS CORP. - ND
1387,EMILY COOPERATIVE TELEPHONE CO.
1499,"TRI-CO TECHNOLOGIES, LLC DBA CROSSLAKE COMM"
1487,STARBUCK TELEPHONE CO.
1413,MID STATE TEL. CO. DBA KMP TEL. CO.
105D,CITY OF WINDOM - MN
3839,CHARTER FIBERLINK - WI
109A,CONSOLIDATED COMMUNICATIONS ENTERPRISE SVCS-WI
1381,"DUNNELL TELEPHONE CO., INC."
1399,GRANADA TELEPHONE CO.
1630,POLAR COMMUNICATIONS MUTUAL AID CORP.
1651,"INTERSTATE TELECOM. COOP., INC. - SOUTH DAKOTA"
1654,"INTERSTATE TELECOM. COOP., INC. - MINNESOTA"
920F,"MCC TELEPHONY OF THE MID-WEST, LLC - SD"
1657,"ALLIANCE COMM. COOPERATIVE, INC. (SPLIT ROCK)"
4048,MAINSTREET COMMUNICATIONS LLC
8606,"OTTER TAIL TELCOM, LLC"
1491,"TWIN VALLEY - ULEN TELEPHONE CO., INC."
1439,"MINNESOTA VALLEY TELEPHONE CO., INC."
1510,WOODSTOCK TELEPHONE CO.
754H,RS FIBER COOPERATIVE - MN
1423,"LOWRY TELEPHONE COMPANY, LLC"
1408,HOME TELEPHONE CO.
3796,HALSTAD TELEPHONE COMPANY - ND
0895,CENTURYTEL OF WISCONSIN LLC DBA CENTURYLINK
1409,HUTCHINSON TELEPHONE CO.
569G,SOUTHWEST MINNESOTA BROADBAND SERVICES - MN
1502,WESTERN TELEPHONE CO.
1442,"NEW ULM TELECOM, INC."
1425,CHRISTENSEN COMMUNICATIONS COMPANY
968D,CHRISTENSEN COMMUNICATIONS COMPANY - MN
1454,PINE ISLAND TELEPHONE CO.
1515,ZUMBROTA TELEPHONE CO.
840F,"NEW ULM TELECOM, INC. DBA NU-TELECOM - MN"
1448,OSAKIS TELEPHONE CO.
0889,"HAGER TELECOM, INC."
1474,"ROTHSAY TELEPHONE CO., INC."
1476,SACRED HEART TELEPHONE CO.
169E,"BALDWIN BROADBAND, LLC - WI"
1348,"WILDERNESS VALLEY TELEPHONE COMPANY, INC."
1500,NORTHERN TELEPHONE CO. OF MINNESOTA
375J,"HIAWATHA BROADBAND COMMUNICATIONS, INC. - WI"
1159,CENTURYTEL CENTRAL WISCONSIN LLC DBA CENTURYLINK
1508,WINTHROP TELEPHONE CO.
1860,ALMA COMMUNICATIONS COMPANY DBA ALMA TELEPHONE CO
1912,MCDONALD COUNTY TELEPHONE CO.
1931,NORTHEAST MISSOURI RURAL TELEPHONE CO.
938F,"MCC TELEPHONY OF MISSOURI, LLC - MO"
1917,MID-MISSOURI TELEPHONE CO.
9784,CENTURYTEL OF MISSOURI LLC (CNTL) DBA CENTURYLINK
250A,CHARITON VALLEY COMMUNICATIONS CORPORATION
1864,CHARITON VALLEY TELEPHONE CO.
1901,KINGDOM TELEPHONE COMPANY
1890,GREEN HILLS TELEPHONE CORP.
1914,MARK TWAIN RURAL TELEPHONE CO.
9785,CENTURYTEL OF MO LLC (BELLE-HERMAN)DBA CENTURYLINK
1882,"FIDELITY TELEPHONE, LLC"
0463,BPS TELEPHONE CO.
6021,CHARITON VALLEY CELLULAR
3356,"FIDELITY COMMUNICATION SERVICES II, INC. - MO"
6155,GREEN HLS ARE CELL TELCO DBA GREEN HLS TELECOM SVC
9786,CENTURYTEL MISSOURI LLC (SOUTHERN)DBA CENTURYLINK
2894,"MISSOURI TELECOM, INC."
1949,"STEELVILLE TELEPHONE EXCHANGE, INC."
1874,ELLINGTON TELEPHONE CO.
1934,ORCHARD FARM TELEPHONE CO.
1900,K L M TELEPHONE COMPANY
1887,GRANBY TELEPHONE CO.
955F,TELECOM NORTH AMERICA MOBILE INC
1951,STOUTLAND TELEPHONE CO.
8953,MARK TWAIN COMMUNICATIONS COMPANY
1893,CHOCTAW TELEPHONE CO.
1876,FARBER TELEPHONE CO.
3275,"FIDELITY CABLEVISION, LLC"
506E,"AURORA COMMUNICATIONS, INC. - MO"
1865,CITIZENS TELEPHONE CO.
1929,HOLWAY TELEPHONE CO.
5271,NORTHWEST MISSOURI CELLULAR LIMITED PARTNERSHIP
454H,"MIDWEST DATA CENTER, INC. - MO"
1920,"MILLER TELEPHONE CO., INC."
1927,"NEW FLORENCE TELEPHONE CO., INC."
1928,NEW LONDON TELEPHONE CO.
1935,OREGON FARMERS MUTUAL TELEPHONE CO.
1936,"PEACE VALLEY TELEPHONE CO., INC."
1908,LE - RU TELEPHONE COMPANY
356H,NETGENUITY INC.
6751,RCC INC DBA RADIO-COMM
073A,"SELECT CONNECT COMMUNICATIONS, LLC - MS"
0467,"SMITHVILLE TELEPHONE CO., INC."
0460,"FRONTIER COMMUNICATIONS OF MISSISSIPPI, INC."
294G,IDT AMERICA CORP. - MS
2987,GULFPINES COMMUNICATIONS LLC - MS
6786,"CHARLES F. MOFFATT DBA MOFFATT WIRELESS, LLC"
0453,"WINDSTREAM MISSISSIPPI, INC."
0446,"BAY SPRINGS TELEPHONE CO., INC."
223H,"CEBRIDGE TELECOM MS, LLC DBA SUDDENLINK COMM"
458C,TELEPORT COMMUNICATIONS AMERICA - MS - LLC
8071,CENTURYTEL SOLUTIONS - MS DBA CENTURYLINK SOL - MS
356E,YMAX COMMUNICATIONS CORP. - MS
220C,"LEVEL 3 TELECOM OF MISSISSIPPI, LLC - MS"
4886,INTERMEDIA COMMUNICATIONS INC. - MS
606E,"CALLIS COMMUNICATIONS, INC. - MS"
6002,UNITEL CORPORATION
5424,"XFONE USA, INC. - MS"
6923,TELETEC COMMUNICATIONS
0447,"BRUCE TELEPHONE CO., INC."
0448,"CALHOUN CITY TELEPHONE CO., INC."
0458,CENTURYTEL NORTH MISSISSIPPI INC DBA CENTURYLINK
089E,"COMCAST PHONE OF MISSISSIPPI, LLC - MS"
6917,"LEFLORE COMMUNICATIONS, INC."
0451,"DECATUR TELEPHONE CO., INC."
0455,"FULTON TELEPHONE CO., INC."
0456,GEORGETOWN TELEPHONE CO.
0466,"SLEDGE TELEPHONE CO., INC."
6735,"COMMUNITRONICS, INC."
8640,"DATA PAGING, INC."
3301,SOUTHEAST MISSISSIPPI TELEPHONE CO.
0461,"NOXAPATER TELEPHONE CO., INC."
181H,"E RITTER COMMUNICATIONS, INC. - TN"
0571,"MILLINGTON TELEPHONE CO., INC."
0462,"MOUND BAYOU TELEPHONE AND COMMUNICATIONS, INC."
0449,"MYRTLE TELEPHONE CO., INC."
6109,"ADCOM, INC."
228H,"CHARTER FIBERLINK MS-CCVI, LLC"
0552,CENTURYTEL OF ADAMSVILLE DBA CENTURYLINK-ADAMSVILL
2250,"PROJECT TELEPHONE CO., INC."
4222,ELECTRIC LIGHTWAVE LLC DBA ALLSTREAM
357E,YMAX COMMUNICATIONS CORP. - MT
2257,"TRIANGLE TELEPHONE COOPERATIVE ASSN., INC."
935G,"TRI TEL, INC. - MT"
443B,"SAGEBRUSH CELLULAR, INC."
994E,"BANDWIDTH.COM CLEC, LLC - MT"
2246,"MID-RIVERS TELEPHONE COOPERATIVE, INC."
843H,"SAGEBRUSH CELLULAR, INC."
588H,"AIRUS, INC. - MT"
2251,"RANGE TELEPHONE COOPERATIVE, INC."
2249,"CENTURYTEL OF MONTANA, INC. DBA CENTURYLINK"
2255,"3 RIVERS TELEPHONE COOPERATIVE, INC."
746D,"MONTANA OPTICOM, LLC - MT"
2244,"LINCOLN TELEPHONE COMPANY, INC."
