regionnum,regionname,exact_match
19815,"Saratoga, AR (ARM)",
19816,"Hatfield, AR (ARM)",
19817,"Tillar, AR (ARM)",
19818,"Blevins, AR (ARM)",
19819,"Midway (Baxter), AR (ARM)",
19820,"Marvell, AR (ARM)",
19821,"Wilson, AR (ARM)",
19822,"Compton, AR (ARM)",
19823,"Diamond City, AR (ARM)",
19824,"Omaha, AR (ARM)",
19825,"Pyatt, AR (ARM)",
19826,"Deer, AR (ARM)",
19827,"Western Grove, AR (ARM)",
19828,"Whiteville, AR (ARM)",
19829,"Lakeview (Baxter), AR (ARM)",
19830,"Prescott, AR (ARM)",
19831,"Mount Judea, AR (ARM)",
19832,"Gassville, AR (ARM)",
19833,"Lead Hill, AR (ARM)",
19834,"Alpena, AR (ARM)",
19835,"Green Forest, AR (ARM)",
19836,"St Joe, AR (ARM)",
19837,"Jasper, AR (ARM)",
19838,"Leslie, AR (ARM)",
19839,"Yellville, AR (ARM)",
19840,"Flippin, AR (ARM)",
19841,"Stuttgart, AR (ARM)",
19842,"Wheatley, AR (ARM)",
19843,"Viola, AR (ARM)",
19844,"Cotton Plant, AR (ARM)",
19845,"Holly Grove, AR (ARM)",
19846,"Hermitage, AR (ARM)",
19847,"Banks, AR (ARM)",
19848,"Gamaliel, AR (ARM)",
19849,"Wilmar, AR (ARM)",
19850,"Mallard Point, AR (ARM)",
19851,"Lepanto, AR (ARM)",
19852,"Cash, AR (ARM)",
19853,"Grady, AR (ARM)",
19854,"Caraway, AR (ARM)",
19855,"Swifton, AR (ARM)",
19856,"Monette, AR (ARM)",
19857,"Tyronza, AR (ARM)",
19858,"Henderson, AR (ARM)",
19859,"Mount Ida, AR (ARM)",
19860,"Tracy Ferry, AR (ARM)",
19861,"Dell, AR (ARM)",
19862,"Witts Springs, AR (ARM)",
19863,"Norfork, AR (ARM)",
19864,"Newark, AR (ARM)",
19865,"Leonard, AR (ARM)",
19866,"Waldo, AR (ARM)",
19867,"Keiser, AR (ARM)",
19868,"Jesup, AR (ARM)",
19869,"Carryville, AR (ARM)",
19870,"Garden Point, AR (ARM)",
19871,"Stamps, AR (ARM)",
19872,"Joiner, AR (ARM)",
19873,"Leachville, AR (ARM)",
19874,"Foreman, AR (ARM)",
19875,"Pollard, AR (ARM)",
19876,"Rudd, AR (ARM)",
19877,"Norphlet, AR (ARM)",
19878,"Emerson, AR (ARM)",
19879,"Gillett, AR (ARM)",
19880,"Osceola, AR (ARM)",
19881,"Carlisle, AR (ARM)",
19882,"Osage, AR (ARM)",
19883,"Mount Holly, AR (ARM)",
19884,"Marion, AR (ARM)",
19885,"Manila, AR (ARM)",
19886,"Blooming Grove, AR (ARM)",
19887,"Waldenburg, AR (ARM)",
19888,"Allison, AR (ARM)",
19889,"Smackover, AR (ARM)",
19890,"Sunnyland, AR (ARM)",
19891,"Payneway, AR (ARM)",
19892,"Rector, AR (ARM)",
19893,"Village, AR (ARM)",
19894,"Marmaduke, AR (ARM)",
19895,"Dodge City, AR (ARM)",
19896,"Ashdown, AR (ARM)",
19897,"Weiner, AR (ARM)",
19898,"North Springhill, AR (ARM)",
19899,"Bearden, AR (ARM)",
19900,"Luxora, AR (ARM)",
19901,"Mammoth Spring, AR (ARM)",
19902,"Walnut Ridge, AR (ARM)",
19903,"Watson, AR (ARM)",
19904,"Trigg, AR (ARM)",
19905,"Imboden, AR (ARM)",
19906,"Maynard, AR (ARM)",
19907,"Pleasant Grove, AR (ARM)",
19908,"Fouke, AR (ARM)",
19909,"Blackfish Lake, AR (ARM)",
19910,"Sparkman, AR (ARM)",
19911,"Concord, AR (ARM)",
19912,"Horseshoe Bend, AR (ARM)",
19913,"Chidester, AR (ARM)",
19914,"Bodcaw, AR (ARM)",
19915,"Louann, AR (ARM)",
19916,"Taylor, AR (ARM)",
19917,"McNeil, AR (ARM)",
19918,"Macedonia, AR (ARM)",
19919,"Hickory Ridge, AR (ARM)",
19920,"Prattsville, AR (ARM)",
19921,"Ash Flat, AR (ARM)",
19922,"Altheimer, AR (ARM)",
19923,"Washington, AR (ARM)",
19924,"McCrory, AR (ARM)",
19925,"Portland, AR (ARM)",
19926,"Strong, AR (ARM)",
19927,"Tupelo, AR (ARM)",
19928,"Timbo, AR (ARM)",
19929,"Calion, AR (ARM)",
19930,"Oak Grove, AR (ARM)",
19931,"Parkin, AR (ARM)",
19932,"Bay, AR (ARM)",
19933,"Fiftysix, AR (ARM)",
19934,"Dyess, AR (ARM)",
19935,"Leola, AR (ARM)",
19936,"Moro, AR (ARM)",
19937,"Biggers, AR (ARM)",
19938,"Stephens, AR (ARM)",
19939,"Hampton, AR (ARM)",
19940,"Rosston, AR (ARM)",
19941,"Crawfordsville, AR (ARM)",
19942,"Hamburg, AR (ARM)",
19943,"Horatio, AR (ARM)",
19944,"Junction City, AR (ARM)",
19945,"Oak Acres, AR (ARM)",
19946,"Hickory Plains, AR (ARM)",
19947,"Hardy, AR (ARM)",
19948,"Ponca, AR (ARM)",
19949,"Humphrey, AR (ARM)",
19950,"Arkansas City, AR (ARM)",
19951,"Black Rock, AR (ARM)",
19952,"Bradley, AR (ARM)",
19953,"Fulton, AR (ARM)",
19954,"Lewisville, AR (ARM)",
19955,"South Myrtle, AR (ARM)",
19956,"Huttig, AR (ARM)",
19957,"Prim, AR (ARM)",
19958,"Urbana, AR (ARM)",
19959,"Ozark Acres, AR (ARM)",
19960,"Almyra, AR (ARM)",
19961,"De Valls Bluff, AR (ARM)",
19962,"Frontenac, QC (CAN)",
19963,"Montego Bay, JM (ISR)",
19964,"Kingston, JM (ISR)",
19965,"Highgate, JM (ISR)",
19966,"Morant Bay, JM (ISR)",
19967,"Lucea, JM (ISR)",
19968,"Duncans, JM (ISR)",
19969,"Spanish Town, JM (ISR)",
19970,"May Pen, JM (ISR)",
19971,"Mandeville, JM (ISR)",
19972,"Discovery Bay, JM (ISR)",
19973,"Linstead, JM (ISR)",
19974,"Christiana, JM (ISR)",
19975,"Port Antonio, JM (ISR)",
19976,"Ocho Rios, JM (ISR)",
19977,"St Anns Bay, JM (ISR)",
19978,"Rose Hall, JM (ISR)",
19979,"Savanna la Mar, JM (ISR)",
19980,"Negril, JM (ISR)",
19981,"Balaclava, JM (ISR)",
19982,"Black River, JM (ISR)",
19983,"Santa Cruz, JM (ISR)",
19984,"Old Harbour, JM (ISR)",
19985,"Chapelton, JM (ISR)",
19986,"Braeton, JM (ISR)",
19987,"Port Maria, JM (ISR)",
19988,"Annotto Bay, JM (ISR)",
19989,"Memphis, TN (IND)",
19990,"Moscow, TN (IND)",
19991,"Collierville, TN (IND)",
19992,"West Whiteville, TN (IND)",
19993,"Somerville, TN (IND)",
19994,"Munford, TN (IND)",
19995,"Arlington, TN (IND)",
19996,"Lagrange, TN (IND)",
19997,"Mason (Tipton), TN (IND)",
19998,"Covington, TN (IND)",
19999,"Millington, TN (IND)",
20000,"Mason (Fayette), TN (IND)",
20001,"Rosemark, TN (IND)",
20002,"Drummonds, TN (IND)",
20003,"Shelby Forest, TN (IND)",
20004,"Souris, PE (BRA)",
20005,"Arichat, NS (BHS)",
20006,"Thorburn, NS (BHS)",
20007,"East Bay, NS (BHS)",
20008,"Inverness, NS (BHS)",
20009,"Saltsprings, NS (BHS)",
20010,"Boularderie, NS (BHS)",
20011,"Hopewell, NS (BHS)",
20012,"Meteghan, NS (BHS)",
20013,"Lawrencetown, NS (BHS)",
20014,"Georgetown, PE (BRA)",
20015,"Mulgrave, NS (BHS)",
20016,"Kensington, PE (BRA)",
20017,"Bridgetown, NS (BHS)",
20018,"Antigonish, NS (BHS)",
20019,"Covehead, PE (BRA)",
20020,"Louisdale, NS (BHS)",
20021,"Vernon River, PE (BRA)",
20022,"Rusticoville, PE (BRA)",
20023,"Woods Harbour, NS (BHS)",
20024,"Bear River, NS (BHS)",
20025,"Pictou, NS (BHS)",
20026,"Heatherton, NS (BHS)",
20027,"Borden, PE (BRA)",
20028,"St Peters, NS (BHS)",
20029,"Port Morien, NS (BHS)",
20030,"Argyle, NS (BHS)",
20031,"Cardigan, PE (BRA)",
20032,"L'Ardoise, NS (BHS)",
20033,"Louisbourg, NS (BHS)",
20034,"Tusket, NS (BHS)",
20035,"Port Maitland, NS (BHS)",
20036,"Crapaud, PE (BRA)",
20037,"Wedgeport, NS (BHS)",
20038,"Mount Stewart, PE (BRA)",
20039,"O'Leary, PE (BRA)",
20040,"Marion Bridge, NS (BHS)",
20041,"Morell-St Peters, PE (BRA)",
20042,"Murray River, PE (BRA)",
20043,"Clark's Harbour, NS (BHS)",
20044,"Carleton, NS (BHS)",
20045,"Port La Tour, NS (BHS)",
20046,"Tignish, PE (BRA)",
20047,"Sandy Cove, NS (BHS)",
20048,"Bedeque, PE (BRA)",
20049,"Leonard, TX (USA)",
20050,"Gunter, TX (USA)",
20051,"Greenville EMS, TX (USA)",
20052,"Kilgore, TX (USA)",
20053,"Bonham, TX (USA)",
20054,"Murchison, TX (USA)",
20055,"Mims, TX (USA)",
20056,"Mount Vernon, TX (USA)",
20057,"Frankston, TX (USA)",
20058,"Kerens, TX (USA)",
20059,"Roane, TX (USA)",
20060,"Ben Wheeler, TX (USA)",
20061,"Lone Star, TX (USA)",
20062,"Lake Palestine East, TX (USA)",
20063,"Ben Franklin, TX (USA)",
20064,"Leona, TX (USA)",
20065,"Roxton, TX (USA)",
20066,"Owentown, TX (USA)",
20067,"Pecan Gap, TX (USA)",
20068,"Wynne, TX (USA)",
20069,"Waskom, TX (USA)",
20070,"Talco, TX (USA)",
20071,"Yantis, TX (USA)",
20072,"Slocum, TX (USA)",
20073,"Gary, TX (USA)",
20074,"Elysian Fields, TX (USA)",
20075,"Shirley, TX (USA)",
20076,"Detroit, TX (USA)",
20077,"Tool-Seven Points, TX (USA)",
20078,"Brownsboro, TX (USA)",
20079,"Elkhart, TX (USA)",
20080,"Martins Mill, TX (USA)",
20081,"Quitman, TX (USA)",
20082,"Cayuga, TX (USA)",
20083,"Chandler, TX (USA)",
20084,"Winfield, TX (USA)",
20085,"Oakwood, TX (USA)",
20086,"Blooming Grove, TX (USA)",
20087,"Gladebranch, TX (USA)",
20088,"Sandy Creek, TX (USA)",
20089,"Hallsville, TX (USA)",
20090,"Purdon, TX (USA)",
20091,"Bagwell, TX (USA)",
20092,"Blossom, TX (USA)",
20093,"Bullard, TX (USA)",
20094,"Rosewood, TX (USA)",
20095,"New Summerfield, TX (USA)",
20096,"Bloomburg, TX (USA)",
20097,"Pritchett, TX (USA)",
20098,"Hudson (Cherokee), TX (USA)",
20099,"Bettie, TX (USA)",
20100,"De Berry, TX (USA)",
20101,"Golden, TX (USA)",
20102,"Harleton, TX (USA)",
20103,"Pine Acres, TX (USA)",
20104,"Maydelle, TX (USA)",
20105,"Mount Enterprise, TX (USA)",
20106,"Oak Hill, TX (USA)",
20107,"Turnertown, TX (USA)",
20108,"Good Springs, TX (USA)",
20109,"Pine Mills, TX (USA)",
20110,"Red Springs, TX (USA)",
20111,"Cypress Springs, TX (USA)",
20112,"Price, TX (USA)",
20113,"Campbell, TX (USA)",
20114,"Laneville, TX (USA)",
20115,"Pine Hill, TX (USA)",
20116,"Minden, TX (USA)",
20117,"Ore City, TX (USA)",
20118,"Tatum, TX (USA)",
20119,"Jim Hogg, TX (USA)",
20120,"Cumby, TX (USA)",
20121,"Jacksonville, FL (MUS)",
20122,"St Johns, FL (MUS)",
20123,"Middleburg, FL (MUS)",
20124,"Fernandina Beach, FL (MUS)",
20125,"Orange Park, FL (MUS)",
20126,"Jacksonville Beach, FL (MUS)",
20127,"Yulee, FL (MUS)",
20128,"Baldwin, FL (MUS)",
20129,"Macclenny, FL (MUS)",
20130,"Starke, FL (MUS)",
20131,"Hilliard, FL (MUS)",
20132,"Ponte Vedra Beach, FL (MUS)",
20133,"Maxville, FL (MUS)",
20134,"Sanderson, FL (MUS)",
20135,"Green Cove Springs, FL (MUS)",
20136,"Callahan, FL (MUS)",
20137,"Hastings, FL (MUS)",
20138,"Kingsley Lake, FL (MUS)",
20139,"Lawtey, FL (MUS)",
20140,"Cold Springs, ON (CAN)",
20141,"Castleton, ON (CAN)",
20142,"Roseneath, ON (CAN)",
20143,"Welcome, ON (CAN)",
20144,"L'Anse, MI (AZE)",
20145,"Munising, MI (AZE)",
20146,"Sault Ste Marie, MI (AZE)",
20147,"Ishpeming, MI (AZE)",
20148,"Marquette, MI (AZE)",
20149,"Baraga, MI (AZE)",
20150,"Cedarville, MI (AZE)",
20151,"Au Train, MI (AZE)",
20152,"Golden Lake, MI (AZE)",
20153,"Escanaba, MI (AZE)",
20154,"Bergland, MI (AZE)",
20155,"Iron River, MI (AZE)",
20156,"Curtis, MI (AZE)",
20157,"Lake Gogebic, MI (AZE)",
20158,"Engadine, MI (AZE)",
20159,"Faithorn, MI (AZE)",
20160,"North Land O'Lakes, MI (AZE)",
20161,"Iron Mountain, MI (AZE)",
20162,"Wakefield, MI (AZE)",
20163,"Donken, MI (AZE)",
20164,"Houghton, MI (AZE)",
20165,"Mackinac Island, MI (AZE)",
20166,"Crystal Falls, MI (AZE)",
20167,"Watson (Marquette), MI (AZE)",
20168,"Kinross, MI (AZE)",
20169,"Negaunee, MI (AZE)",
20170,"Mass, MI (AZE)",
20171,"Deer Park, MI (AZE)",
20172,"Felch, MI (AZE)",
20173,"Rexton, MI (AZE)",
20174,"Brimley, MI (AZE)",
20175,"Manistique, MI (AZE)",
20176,"Trenary, MI (AZE)",
20177,"Michigamme Forest, MI (AZE)",
20178,"Gwinn, MI (AZE)",
20179,"Trout Lake, MI (AZE)",
20180,"Brevort, MI (AZE)",
20181,"Lake Linden, MI (AZE)",
20182,"Fence River, MI (AZE)",
20183,"Eckerman, MI (AZE)",
20184,"Rapid River, MI (AZE)",
20185,"Channing, MI (AZE)",
20186,"Bruce Crossing, MI (AZE)",
20187,"Gulliver, MI (AZE)",
20188,"Ironwood, MI (AZE)",
20189,"Keweenaw, MI (AZE)",
20190,"Menominee, MI (AZE)",
20191,"Newberry, MI (AZE)",
20192,"Powers, MI (AZE)",
20193,"De Tour, MI (AZE)",
20194,"St Ignace, MI (AZE)",
20195,"Michigamme, MI (AZE)",
20196,"Calumet, MI (AZE)",
20197,"Carney, MI (AZE)",
20198,"Hermansville, MI (AZE)",
20199,"Rock, MI (AZE)",
20200,"Stephenson, MI (AZE)",
20201,"Watersmeet, MI (AZE)",
20202,"Tapiola, MI (AZE)",
20203,"Alston, MI (AZE)",
20204,"Champion, MI (AZE)",
20205,"Sand River, MI (AZE)",
20206,"Big Bay, MI (AZE)",
20207,"Pickford, MI (AZE)",
20208,"Watton, MI (AZE)",
20209,"Perkins, MI (AZE)",
20210,"Republic, MI (AZE)",
20211,"Chatham, MI (AZE)",
20212,"Cornell, MI (AZE)",
20213,"Hulbert, MI (AZE)",
20214,"Ontonagon, MI (AZE)",
20215,"Marenisco, MI (AZE)",
20216,"Paradise, MI (AZE)",
20217,"White Pine, MI (AZE)",
20218,"Rockland, MI (AZE)",
20219,"Gladstone, MI (AZE)",
20220,"Skandia, MI (AZE)",
20221,"Rudyard, MI (AZE)",
20222,"Shingleton, MI (AZE)",
20223,"Bark River, MI (AZE)",
20224,"Smokey Lakes, MI (AZE)",
20225,"Drummond Island, MI (AZE)",
20226,"Grand Marais, MI (AZE)",
20227,"Seney, MI (AZE)",
20228,"Ewen, MI (AZE)",
20229,"Hiawatha Forest, MI (AZE)",
20230,"Trout Creek, MI (AZE)",
20231,"Norway, MI (AZE)",
20232,"Scott Point, MI (AZE)",
20233,"Garden, MI (AZE)",
20234,"Amasa, MI (AZE)",
20235,"Bessemer, MI (AZE)",
20236,"Wallace, MI (AZE)",
20237,"Valdez, AK (BHS)",
20238,"Elmendorf AFB, AK (BHS)",
20239,"Anchorage, AK (BHS)",
20240,"Big Lake, AK (BHS)",
20241,"Ketchikan, AK (BHS)",
20242,"Bethel, AK (BHS)",
20243,"North Pole, AK (BHS)",
20244,"Juneau, AK (BHS)",
20245,"Wasilla, AK (BHS)",
20246,"Birch Creek, AK (BHS)",
20247,"Seward, AK (BHS)",
20248,"Homer, AK (BHS)",
20249,"Egegik, AK (BHS)",
20250,"Seldovia, AK (BHS)",
20251,"Ekuk, AK (BHS)",
20252,"Newtok, AK (BHS)",
20253,"Alakanuk, AK (BHS)",
20254,"Elfin Cove, AK (BHS)",
20255,"Karluk, AK (BHS)",
20256,"King Salmon, AK (BHS)",
20257,"Fairbanks, AK (BHS)",
20258,"Soldotna, AK (BHS)",
20259,"Cordova, AK (BHS)",
20260,"Tuntutuliak, AK (BHS)",
20261,"Glennallen, AK (BHS)",
20262,"English Bay, AK (BHS)",
20263,"Kokhanok, AK (BHS)",
20264,"Kenai, AK (BHS)",
20265,"Port Graham, AK (BHS)",
20266,"Hydaburg, AK (BHS)",
20267,"Old Harbor, AK (BHS)",
20268,"Levelock, AK (BHS)",
20269,"Moose Pass, AK (BHS)",
20270,"Manokotak, AK (BHS)",
20271,"Mentasta, AK (BHS)",
20272,"Yakutat, AK (BHS)",
20273,"Nikolai, AK (BHS)",
20274,"Nondalton, AK (BHS)",
20275,"Livengood, AK (BHS)",
20276,"Halibut Cove, AK (BHS)",
20277,"Takotna, AK (BHS)",
20278,"Haines, AK (BHS)",
20279,"Nome, AK (BHS)",
20280,"Wrangell, AK (BHS)",
20281,"Barrow, AK (BHS)",
20282,"Chugiak, AK (BHS)",
20283,"Deadhorse, AK (BHS)",
20284,"Dry Creek, AK (BHS)",
20285,"Tetlin, AK (BHS)",
20286,"Tatitlek, AK (BHS)",
20287,"Coffman Cove, AK (BHS)",
20288,"Petersburg, AK (BHS)",
20289,"Fort Wainwright, AK (BHS)",
20290,"Rampart, AK (BHS)",
20291,"Unalaska, AK (BHS)",
20292,"Deering, AK (BHS)",
20293,"Tanana, AK (BHS)",
20294,"Point Hope, AK (BHS)",
20295,"Chena Hot Springs, AK (BHS)",
20296,"Eielson AFB, AK (BHS)",
20297,"Healy, AK (BHS)",
20298,"Akutan, AK (BHS)",
20299,"Girdwood, AK (BHS)",
20300,"Sand Point, AK (BHS)",
20301,"Fort Richardson, AK (BHS)",
20302,"Cleary Summit, AK (BHS)",
20303,"Eareckson AFS, AK (BHS)",
20304,"Annette, AK (BHS)",
20305,"Craig, AK (BHS)",
20306,"Sitka, AK (BHS)",
20307,"Eagle River, AK (BHS)",
20308,"Palmer, AK (BHS)",
20309,"Cantwell, AK (BHS)",
20310,"Kotzebue, AK (BHS)",
20311,"Kodiak, AK (BHS)",
20312,"Nulato, AK (BHS)",
20313,"King Cove, AK (BHS)",
20314,"St George, AK (BHS)",
20315,"Red Dog Mine, AK (BHS)",
20316,"Toksook Bay, AK (BHS)",
20317,"Crooked Creek, AK (BHS)",
20318,"Shungnak, AK (BHS)",
20319,"St Marys, AK (BHS)",
20320,"Ambler, AK (BHS)",
20321,"Fort Yukon, AK (BHS)",
20322,"Red Devil, AK (BHS)",
20323,"Sleetmute, AK (BHS)",
20324,"Grayling, AK (BHS)",
20325,"Port Lions, AK (BHS)",
20326,"Ekwok, AK (BHS)",
20327,"Chuathbaluk, AK (BHS)",
20328,"Ruby, AK (BHS)",
20329,"Kalskag, AK (BHS)",
20330,"Whittier, AK (BHS)",
20331,"Shageluk, AK (BHS)",
20332,"Kiana, AK (BHS)",
20333,"Holy Cross, AK (BHS)",
20334,"Kasigluk, AK (BHS)",
20335,"Stevens Village, AK (BHS)",
20336,"Nuiqsut, AK (BHS)",
20337,"Selawik, AK (BHS)",
20338,"Noatak, AK (BHS)",
20339,"Port Protection, AK (BHS)",
20340,"Togiak, AK (BHS)",
20341,"Buckland, AK (BHS)",
20342,"Willow, AK (BHS)",
20343,"Sheldon Point, AK (BHS)",
20344,"Talkeetna, AK (BHS)",
20345,"Tok, AK (BHS)",
20346,"North Kenai, AK (BHS)",
20347,"Central, AK (BHS)",
20348,"McGrath, AK (BHS)",
20349,"Twin Hills, AK (BHS)",
20350,"Lime Village, AK (BHS)",
20351,"Nunapitchuk, AK (BHS)",
20352,"Dillingham, AK (BHS)",
20353,"Hollis, AK (BHS)",
20354,"Cold Bay, AK (BHS)",
20355,"Igiugig, AK (BHS)",
20356,"Kaltag, AK (BHS)",
20357,"Eek, AK (BHS)",
20358,"Stony River, AK (BHS)",
20359,"Jim River Camp, AK (BHS)",
20360,"Kasaan, AK (BHS)",
20361,"St Paul, AK (BHS)",
20362,"Eagle, AK (BHS)",
20363,"False Pass, AK (BHS)",
20364,"Pilot Station, AK (BHS)",
20365,"Atmautluak, AK (BHS)",
20366,"McCarthy, AK (BHS)",
20367,"Quinhagak, AK (BHS)",
20368,"Kongiganak, AK (BHS)",
20369,"Scammon Bay, AK (BHS)",
20370,"Point Baker, AK (BHS)",
20371,"Ninilchik, AK (BHS)",
20372,"Port Alexander, AK (BHS)",
20373,"Iliamna, AK (BHS)",
20374,"Adak, AK (BHS)",
20375,"Chenega Bay, AK (BHS)",
20376,"Nikolski, AK (BHS)",
20377,"Clear AFS, AK (BHS)",
20378,"Tyonek, AK (BHS)",
20379,"Russian Mission, AK (BHS)",
20380,"Arctic Village, AK (BHS)",
20381,"Kwigillingok, AK (BHS)",
20382,"Napakiak, AK (BHS)",
20383,"Mountain Village, AK (BHS)",
20384,"Edna Bay, AK (BHS)",
20385,"Cooper Landing, AK (BHS)",
20386,"Koliganek, AK (BHS)",
20387,"Skagway, AK (BHS)",
20388,"Delta Junction, AK (BHS)",
20389,"Unalakleet, AK (BHS)",
20390,"Beaver, AK (BHS)",
20391,"Naukati Bay, AK (BHS)",
20392,"Atqasuk, AK (BHS)",
20393,"Wales, AK (BHS)",
20394,"Noorvik, AK (BHS)",
20395,"White Mountain, AK (BHS)",
20396,"Shishmaref, AK (BHS)",
20397,"Kaktovik, AK (BHS)",
20398,"Teller, AK (BHS)",
20399,"Kivalina, AK (BHS)",
20400,"Nightmute, AK (BHS)",
20401,"Tununak, AK (BHS)",
20402,"Bird Creek, AK (BHS)",
20403,"Yukon Ventures Camp, AK (BHS)",
20404,"Galena, AK (BHS)",
20405,"Anaktuvuk Pass, AK (BHS)",
20406,"Anvik, AK (BHS)",
20407,"Council, AK (BHS)",
20408,"Manley Hot Springs, AK (BHS)",
20409,"Minchumina, AK (BHS)",
20410,"Aniak, AK (BHS)",
20411,"Coldfoot Camp, AK (BHS)",
20412,"Marshall, AK (BHS)",
20413,"Ouzinkie, AK (BHS)",
20414,"Little Diomede, AK (BHS)",
20415,"Bettles, AK (BHS)",
20416,"New Stuyahok, AK (BHS)",
20417,"Tuluksak, AK (BHS)",
20418,"Gustavus, AK (BHS)",
20419,"Huslia, AK (BHS)",
20420,"King Salmon AFS, AK (BHS)",
20421,"Indian Mountain AFS, AK (BHS)",
20422,"Tin City AFS, AK (BHS)",
20423,"Tatalina AFS, AK (BHS)",
20424,"Sparrevohn AFS, AK (BHS)",
20425,"Chisana, AK (BHS)",
20426,"Pelican, AK (BHS)",
20427,"Tenakee Springs, AK (BHS)",
20428,"Napaskiak, AK (BHS)",
20429,"Golovin, AK (BHS)",
20430,"Chignik, AK (BHS)",
20431,"Klawock, AK (BHS)",
20432,"Kwethluk, AK (BHS)",
20433,"Hooper Bay, AK (BHS)",
20434,"Wainwright, AK (BHS)",
20435,"Akiak, AK (BHS)",
20436,"Klukwan, AK (BHS)",
20437,"Circle, AK (BHS)",
20438,"Border City, AK (BHS)",
20439,"Northway, AK (BHS)",
20440,"Port Alsworth, AK (BHS)",
20441,"Kake, AK (BHS)",
20442,"Angoon, AK (BHS)",
20443,"Cape Newenham AFS, AK (BHS)",
20444,"Pilot Point, AK (BHS)",
20445,"Minto, AK (BHS)",
20446,"Chitina, AK (BHS)",
20447,"Sag River Camp, AK (BHS)",
20448,"Akiachak, AK (BHS)",
20449,"Mekoryuk, AK (BHS)",
20450,"Thorne Bay, AK (BHS)",
20451,"Nenana, AK (BHS)",
20452,"Point Lay, AK (BHS)",
20453,"Akhiok, AK (BHS)",
20454,"Meshik, AK (BHS)",
20455,"Atka, AK (BHS)",
20456,"Chignik Lagoon, AK (BHS)",
20457,"Chignik Lake, AK (BHS)",
20458,"Whale Pass, AK (BHS)",
20459,"Larsen Bay, AK (BHS)",
20460,"Chalkyitsik, AK (BHS)",
20461,"Venetie, AK (BHS)",
20462,"Pedro Bay, AK (BHS)",
20463,"Perryville, AK (BHS)",
20464,"Chevak, AK (BHS)",
20465,"Chefornak, AK (BHS)",
20466,"Fort Greely, AK (BHS)",
20467,"Healy Lake, AK (BHS)",
20468,"Elim, AK (BHS)",
20469,"Dot Lake, AK (BHS)",
20470,"Hughes, AK (BHS)",
20471,"Kipnuk, AK (BHS)",
20472,"Kotlik, AK (BHS)",
20473,"St Michael, AK (BHS)",
20474,"Koyukuk, AK (BHS)",
20475,"Kantishna, AK (BHS)",
20476,"Stebbins, AK (BHS)",
20477,"Hoonah, AK (BHS)",
20478,"Myers Chuck, AK (BHS)",
20479,"Kobuk, AK (BHS)",
20480,"Emmonak, AK (BHS)",
20481,"Shaktoolik, AK (BHS)",
20482,"Koyuk, AK (BHS)",
20483,"Goodnews Bay, AK (BHS)",
20484,"Allakaket, AK (BHS)",
20485,"Platinum, AK (BHS)",
20486,"Savoonga, AK (BHS)",
20487,"Gambell, AK (BHS)",
20488,"Nelson Lagoon, AK (BHS)",
20489,"Clinton, NJ (USA)",
20490,"Somerville, NJ (USA)",
20491,"Bernardsville, NJ (USA)",
20492,"Plainfield, NJ (USA)",
20493,"Unionville, NJ (USA)",
20494,"Elizabeth, NJ (USA)",
20495,"Peapack, NJ (USA)",
20496,"Phillipsburg, NJ (USA)",
20497,"Summit, NJ (USA)",
20498,"Washington, NJ (USA)",
20499,"Stroudsburg, NJ (USA)",
20500,"Westfield, NJ (USA)",
20501,"Lebanon, NJ (USA)",
20502,"Flemington, NJ (USA)",
20503,"Roselle, NJ (USA)",
20504,"Hampton, NJ (USA)",
20505,"Fanwood, NJ (USA)",
20506,"Belle Mead, NJ (USA)",
20507,"Hackettstown, NJ (USA)",
20508,"Neshanic, NJ (USA)",
20509,"Cranford, NJ (USA)",
20510,"Milford, NJ (USA)",
20511,"Oldwick, NJ (USA)",
20512,"Millington, NJ (USA)",
20513,"Blairstown, NJ (USA)",
20514,"Bloomsbury, NJ (USA)",
20515,"Whitehouse, NJ (USA)",
20516,"Chester, NJ (USA)",
20517,"Oxford, NJ (USA)",
20518,"Hope, NJ (USA)",
20519,"Califon, NJ (USA)",
20520,"Belvidere, NJ (USA)",
20521,"Columbia, NJ (USA)",
20522,"Frenchtown, NJ (USA)",
20523,"High Bridge, NJ (USA)",
20524,"Great Meadows, NJ (USA)",
20525,"Long Valley, NJ (USA)",
20526,"Mentone, CA (BDI)",
20527,"Riverside, CA (BDI)",
20528,"Hemet: Hemet DA, CA (BDI)",
20529,"Big Bear City, CA (BDI)",
20530,"Temecula, CA (BDI)",
20531,"Corona, CA (BDI)",
20532,"Big Bear Lake, CA (BDI)",
20533,"Running Springs, CA (BDI)",
20534,"Woodcrest, CA (BDI)",
20535,"Arlington, CA (BDI)",
20536,"Wilmington, NC (MDV)",
20537,"Long Beach, NC (MDV)",
20538,"Fayetteville, NC (MDV)",
20539,"Hamlet, NC (MDV)",
20540,"Rockingham, NC (MDV)",
20541,"Whiteville, NC (MDV)",
20542,"Wrightsville Beach, NC (MDV)",
20543,"Shallotte, NC (MDV)",
20544,"Castle Hayne, NC (MDV)",
20545,"Clinton, NC (MDV)",
20546,"Pinehurst, NC (MDV)",
20547,"Carolina Beach, NC (MDV)",
20548,"Laurinburg, NC (MDV)",
20549,"Jacksonville, NC (MDV)",
20550,"Troy, NC (MDV)",
20551,"Lumberton, NC (MDV)",
20552,"Warsaw, NC (MDV)",
