regionnum,regionname,exact_match
786,"Herald, CA (BDI)",
787,"Pinecrest, CA (BDI)",
788,"Wallace, CA (BDI)",
789,"Coulterville, CA (BDI)",
790,"Sutter Creek, CA (BDI)",
791,"Los Banos, CA (BDI)",
792,"Ione, CA (BDI)",
793,"Mokelumne Hill, CA (BDI)",
794,"West Point, CA (BDI)",
795,"Pioneer, CA (BDI)",
796,"Volcano, CA (BDI)",
797,"Angels Camp, CA (BDI)",
798,"San Andreas, CA (BDI)",
799,"Groveland, CA (BDI)",
800,"Riverbank, CA (BDI)",
801,"Planada, CA (BDI)",
802,"Oakdale, CA (BDI)",
803,"Waterford: Main DA, CA (BDI)",
804,"Yosemite, CA (BDI)",
805,"Mariposa, CA (BDI)",
806,"Clements, CA (BDI)",
807,"Linden, CA (BDI)",
808,"Dos Palos, CA (BDI)",
809,"Catheys Valley, CA (BDI)",
810,"Hornitos, CA (BDI)",
811,"Mount Bullion, CA (BDI)",
812,"Le Grand, CA (BDI)",
813,"Livingston, CA (BDI)",
814,"Jamestown, CA (BDI)",
815,"Sonora: Juno DA, CA (BDI)",
816,"Snelling, CA (BDI)",
817,"Waterford: Don Pedro DA, CA (BDI)",
818,"Hughson, CA (BDI)",
819,"Thornton, CA (BDI)",
820,"Valley Springs, CA (BDI)",
821,"Crows Landing, CA (BDI)",
822,"Escalon, CA (BDI)",
823,"Patterson, CA (BDI)",
824,"Lockeford, CA (BDI)",
825,"Farmington, CA (BDI)",
826,"Copperopolis, CA (BDI)",
827,"Jenny Lind, CA (BDI)",
828,"Milton, CA (BDI)",
829,"Moccasin, CA (BDI)",
830,"San Antonio, TX (USA)",
831,"New York City Zone 01, NY (HUN)",
832,"Los Angeles: DA 01, CA (BDI)",
833,"Los Angeles: DA 10, CA (BDI)",
834,"Los Angeles: DA 07, CA (BDI)",
835,"Compton: Gardena DA, CA (BDI)",
836,"Los Angeles: DA 06, CA (BDI)",
837,"Los Angeles: DA 14, CA (BDI)",
838,"Los Angeles: DA 02, CA (BDI)",
839,"Los Angeles: DA 03, CA (BDI)",
840,"Los Angeles: DA 11, CA (BDI)",
841,"Los Angeles: DA 09, CA (BDI)",
842,"Los Angeles: DA 13, CA (BDI)",
843,"Montebello, CA (BDI)",
844,"Los Angeles: DA 12, CA (BDI)",
845,"Los Angeles: DA 05, CA (BDI)",
846,"Los Angeles: DA 04, CA (BDI)",
847,"Los Angeles: DA 08, CA (BDI)",
848,"Dallas, TX (USA)",
849,"Grand Prairie, TX (USA)",
850,"Grand Prairie EMS, TX (USA)",
851,"Cedar Hill, TX (USA)",
852,"De Soto, TX (USA)",
853,"McKinney, TX (USA)",
854,"Lewisville, TX (USA)",
855,"Irving, TX (USA)",
856,"Irving EMS, TX (USA)",
857,"Plano, TX (USA)",
858,"Waxahachie, TX (USA)",
859,"Dallas Fort Worth Airport, TX (USA)",
860,"Ennis, TX (USA)",
861,"Lewisville EMS, TX (USA)",
862,"Frisco, TX (USA)",
863,"Rockwall, TX (USA)",
864,"Prosper, TX (USA)",
865,"McKinney EMS, TX (USA)",
866,"Prosper EMS, TX (USA)",
867,"Allen, TX (USA)",
868,"Frisco EACS, TX (USA)",
869,"Carrollton, TX (USA)",
870,"Midlothian, TX (USA)",
871,"Waxahachie EMS, TX (USA)",
872,"Allen EACS, TX (USA)",
873,"Seagoville, TX (USA)",
874,"Red Oak, TX (USA)",
875,"Anna, TX (USA)",
876,"Celina, TX (USA)",
877,"Philadelphia Zone 1, PA (BRA)",
878,"Philadelphia Suburban Zone 41, PA (BRA)",
879,"Philadelphia Zone 2, PA (BRA)",
880,"Philadelphia Suburban Zone 33, PA (BRA)",
881,"Philadelphia Suburban Zone 43, PA (BRA)",
882,"Philadelphia Zone 4, PA (BRA)",
883,"Philadelphia Zone 3, PA (BRA)",
884,"Doylestown, PA (BRA)",
885,"Philadelphia Suburban Zone 32, PA (BRA)",
886,"Green Lane, PA (BRA)",
887,"Dublin, PA (BRA)",
888,"Harleysville, PA (BRA)",
889,"Perkasie, PA (BRA)",
890,"Philadelphia Suburban Zone 39, PA (BRA)",
891,"Philadelphia Suburban Zone 44, PA (BRA)",
892,"Philadelphia Suburban Zone 34, PA (BRA)",
893,"Morrisville, PA (BRA)",
894,"Philadelphia Suburban Zone 40, PA (BRA)",
895,"Carversville, PA (BRA)",
896,"Philadelphia Suburban Zone 45, PA (BRA)",
897,"Yardley, PA (BRA)",
898,"Philadelphia Suburban Zone 37, PA (BRA)",
899,"Philadelphia Suburban Zone 38, PA (BRA)",
900,"Lansdale, PA (BRA)",
901,"Newtown, PA (BRA)",
902,"Philadelphia Suburban Zone 42, PA (BRA)",
903,"Quakertown, PA (BRA)",
904,"Pennsburg, PA (BRA)",
905,"North Wales, PA (BRA)",
906,"Wycombe, PA (BRA)",
907,"Souderton, PA (BRA)",
908,"New Hope, PA (BRA)",
909,"Line Lexington, PA (BRA)",
910,"Plumsteadville, PA (BRA)",
911,"Buckingham, PA (BRA)",
912,"Bedminster, PA (BRA)",
913,"Cleveland, OH (NAM)",
914,"Montrose (Cuyahoga), OH (NAM)",
915,"Terrace, OH (NAM)",
916,"Independence (Cuyahoga), OH (NAM)",
917,"Champaign-Urbana, IL (ROU)",
918,"Decatur, IL (ROU)",
919,"Buffalo, IL (ROU)",
920,"Jacksonville, IL (ROU)",
921,"Mattoon, IL (ROU)",
922,"Springfield, IL (ROU)",
923,"St Joseph, IL (ROU)",
924,"Charleston, IL (ROU)",
925,"Quincy, IL (ROU)",
926,"Fithian, IL (ROU)",
927,"Danville, IL (ROU)",
928,"Rantoul, IL (ROU)",
929,"Rushville, IL (ROU)",
930,"Carthage, IL (ROU)",
931,"Versailles, IL (ROU)",
932,"Assumption, IL (ROU)",
933,"Farmersville, IL (ROU)",
934,"Raymond, IL (ROU)",
935,"Edinburg, IL (ROU)",
936,"Perry, IL (ROU)",
937,"Kincaid, IL (ROU)",
938,"Effingham, IL (ROU)",
939,"Ridge Farm, IL (ROU)",
940,"Litchfield, IL (ROU)",
941,"Paris, IL (ROU)",
942,"Tuscola, IL (ROU)",
943,"Warsaw, IL (ROU)",
944,"Hammond, IL (ROU)",
945,"Westville, IL (ROU)",
946,"Arcola, IL (ROU)",
947,"Chrisman, IL (ROU)",
948,"Mount Pulaski, IL (ROU)",
949,"Sorento, IL (ROU)",
950,"Vermilion, IL (ROU)",
951,"West Union, IL (ROU)",
952,"Hoopeston, IL (ROU)",
953,"Indianola, IL (ROU)",
954,"Pittsfield, IL (ROU)",
955,"Henning, IL (ROU)",
956,"Taylorville, IL (ROU)",
957,"Sidell, IL (ROU)",
958,"Hersman, IL (ROU)",
959,"Riverton, IL (ROU)",
960,"Sullivan, IL (ROU)",
961,"Marshall, IL (ROU)",
962,"Shelbyville, IL (ROU)",
963,"Pana, IL (ROU)",
964,"Niantic, IL (ROU)",
965,"Warrensburg, IL (ROU)",
966,"Waynesville, IL (ROU)",
967,"Atlanta, IL (ROU)",
968,"Macon, IL (ROU)",
969,"Owaneco, IL (ROU)",
970,"Lincoln, IL (ROU)",
971,"Witt, IL (ROU)",
972,"Chatham, IL (ROU)",
973,"Beardstown, IL (ROU)",
974,"Stonington, IL (ROU)",
975,"Chambersburg, IL (ROU)",
976,"Columbus, IL (ROU)",
977,"Barry, IL (ROU)",
978,"Baylis, IL (ROU)",
979,"Fishhook, IL (ROU)",
980,"Cheneyville, IL (ROU)",
981,"Oakland, IL (ROU)",
982,"Ashmore, IL (ROU)",
983,"Mount Zion, IL (ROU)",
984,"Oakwood, IL (ROU)",
985,"Mason City, IL (ROU)",
986,"Greenfield, IL (ROU)",
987,"White Hall, IL (ROU)",
988,"East Lynn, IL (ROU)",
989,"Emden, IL (ROU)",
990,"Paxton, IL (ROU)",
991,"Martinsville, IL (ROU)",
992,"Brocton, IL (ROU)",
993,"Loda, IL (ROU)",
994,"Thawville, IL (ROU)",
995,"Melvin, IL (ROU)",
996,"Augusta, IL (ROU)",
997,"Catlin, IL (ROU)",
998,"Buckley, IL (ROU)",
999,"Roberts, IL (ROU)",
1000,"Ludlow, IL (ROU)",
1001,"Rankin, IL (ROU)",
1002,"Bluffs, IL (ROU)",
1003,"Roodhouse, IL (ROU)",
1004,"Carrollton, IL (ROU)",
1005,"Beason, IL (ROU)",
1006,"New Canton, IL (ROU)",
1007,"Hull, IL (ROU)",
1008,"Fowler, IL (ROU)",
1009,"Waverly, IL (ROU)",
1010,"Palmyra, IL (ROU)",
1011,"Rockport, IL (ROU)",
1012,"Auburn, IL (ROU)",
1013,"Modesto, IL (ROU)",
1014,"Middletown-New Holland, IL (ROU)",
1015,"Niota, IL (ROU)",
1016,"Lomax, IL (ROU)",
1017,"Virginia, IL (ROU)",
1018,"Nauvoo, IL (ROU)",
1019,"Coatsburg, IL (ROU)",
1020,"New Douglas, IL (ROU)",
1021,"Concord, IL (ROU)",
1022,"Chandlerville, IL (ROU)",
1023,"Windsor, IL (ROU)",
1024,"Oreana, IL (ROU)",
1025,"Rochester, IL (ROU)",
1026,"Chapin, IL (ROU)",
1027,"Ashland, IL (ROU)",
1028,"Alexander, IL (ROU)",
1029,"Scottville, IL (ROU)",
1030,"Tolono, IL (ROU)",
1031,"Illiopolis, IL (ROU)",
1032,"Cantrall, IL (ROU)",
1033,"New Berlin, IL (ROU)",
1034,"Mansfield, IL (ROU)",
1035,"Rossville, IL (ROU)",
1036,"Sherman, IL (ROU)",
1037,"Petersburg, IL (ROU)",
1038,"Strasburg, IL (ROU)",
1039,"Camp Point, IL (ROU)",
1040,"De Land, IL (ROU)",
1041,"Mount Auburn, IL (ROU)",
1042,"Morrisonville, IL (ROU)",
1043,"Hillsboro, IL (ROU)",
1044,"Irving, IL (ROU)",
1045,"Coffeen, IL (ROU)",
1046,"Watson, IL (ROU)",
1047,"Donnellson, IL (ROU)",
1048,"Fillmore, IL (ROU)",
1049,"Oconee, IL (ROU)",
1050,"Arthur, IL (ROU)",
1051,"Hamilton, IL (ROU)",
1052,"Nokomis, IL (ROU)",
1053,"Ivesdale, IL (ROU)",
1054,"Williamsville, IL (ROU)",
1055,"Tower Hill, IL (ROU)",
1056,"Gifford, IL (ROU)",
1057,"Armstrong, IL (ROU)",
1058,"Clinton, IL (ROU)",
1059,"Fairmount, IL (ROU)",
1060,"Atwood, IL (ROU)",
1061,"Ogden, IL (ROU)",
1062,"Royal, IL (ROU)",
1063,"Meredosia, IL (ROU)",
1064,"Mahomet, IL (ROU)",
1065,"Manchester, IL (ROU)",
1066,"Penfield, IL (ROU)",
1067,"Sadorus, IL (ROU)",
1068,"Georgetown, IL (ROU)",
1069,"Casey, IL (ROU)",
1070,"Arenzville, IL (ROU)",
1071,"Loami, IL (ROU)",
1072,"Pawnee, IL (ROU)",
1073,"Pleasant Plains, IL (ROU)",
1074,"Girard, IL (ROU)",
1075,"Divernon, IL (ROU)",
1076,"Monticello, IL (ROU)",
1077,"Hartsburg, IL (ROU)",
1078,"Tallula, IL (ROU)",
1079,"Oakford, IL (ROU)",
1080,"Athens, IL (ROU)",
1081,"Thomasboro, IL (ROU)",
1082,"Liberty, IL (ROU)",
1083,"Meyer, IL (ROU)",
1084,"Fountain Green, IL (ROU)",
1085,"Payson, IL (ROU)",
1086,"Sigel, IL (ROU)",
1087,"Sutter, IL (ROU)",
1088,"La Harpe, IL (ROU)",
1089,"Bethany, IL (ROU)",
1090,"West Dana, IL (ROU)",
1091,"Mindale, IL (ROU)",
1092,"Cisco, IL (ROU)",
1093,"Woodson, IL (ROU)",
1094,"Latham, IL (ROU)",
1095,"Franklin, IL (ROU)",
1096,"La Place, IL (ROU)",
1097,"Bement, IL (ROU)",
1098,"Gibson City, IL (ROU)",
1099,"Villa Grove, IL (ROU)",
1100,"Stewardson, IL (ROU)",
1101,"Gila, IL (ROU)",
1102,"Philo, IL (ROU)",
1103,"Seymour, IL (ROU)",
1104,"Sidney, IL (ROU)",
1105,"Blue Mound, IL (ROU)",
1106,"Flatville, IL (ROU)",
1107,"Golden, IL (ROU)",
1108,"Lovington, IL (ROU)",
1109,"Carlinville, IL (ROU)",
1110,"Milton, IL (ROU)",
1111,"Winchester, IL (ROU)",
1112,"Pleasant Hill, IL (ROU)",
1113,"Weldon, IL (ROU)",
1114,"Westervelt, IL (ROU)",
1115,"Elliottstown, IL (ROU)",
1116,"Basco, IL (ROU)",
1117,"Sibley, IL (ROU)",
1118,"Ferris, IL (ROU)",
1119,"Elliott, IL (ROU)",
1120,"Gays, IL (ROU)",
1121,"Colusa, IL (ROU)",
1122,"Findlay, IL (ROU)",
1123,"Bismarck, IL (ROU)",
1124,"Cerro Gordo, IL (ROU)",
1125,"Alvin, IL (ROU)",
1126,"Elwin, IL (ROU)",
1127,"Moweaqua, IL (ROU)",
1128,"Mount Sterling, IL (ROU)",
1129,"Collison, IL (ROU)",
1130,"Cowden, IL (ROU)",
1131,"Maroa, IL (ROU)",
1132,"Argenta, IL (ROU)",
1133,"Chestnut, IL (ROU)",
1134,"Kirksville, IL (ROU)",
1135,"Clayton, IL (ROU)",
1136,"Teutopolis, IL (ROU)",
1137,"Pearl, IL (ROU)",
1138,"Griggsville, IL (ROU)",
1139,"Broadlands, IL (ROU)",
1140,"Benld, IL (ROU)",
1141,"Newman, IL (ROU)",
1142,"Gillespie, IL (ROU)",
1143,"Bowen, IL (ROU)",
1144,"Elvaston, IL (ROU)",
1145,"Foosland, IL (ROU)",
1146,"Toledo, IL (ROU)",
1147,"Dallas City, IL (ROU)",
1148,"Humboldt, IL (ROU)",
1149,"Bondville, IL (ROU)",
1150,"Pesotum, IL (ROU)",
1151,"Shumway, IL (ROU)",
1152,"Dalton City, IL (ROU)",
1153,"Elkhart, IL (ROU)",
1154,"Murrayville, IL (ROU)",
1155,"Redmon, IL (ROU)",
1156,"Burton, IL (ROU)",
1157,"Literberry, IL (ROU)",
1158,"Metcalf, IL (ROU)",
1159,"Clarksville, IL (ROU)",
1160,"Neoga, IL (ROU)",
1161,"Homer, IL (ROU)",
1162,"Fisher, IL (ROU)",
1163,"Greenup, IL (ROU)",
1164,"Montrose, IL (ROU)",
1165,"Dieterich, IL (ROU)",
1166,"Patterson, IL (ROU)",
1167,"Mendon, IL (ROU)",
1168,"Loraine, IL (ROU)",
1169,"Kenney, IL (ROU)",
1170,"Hillview, IL (ROU)",
1171,"Grandview, IL (ROU)",
1172,"Kansas, IL (ROU)",
1173,"Greenview, IL (ROU)",
1174,"Harristown, IL (ROU)",
1175,"Ursa, IL (ROU)",
1176,"Virden, IL (ROU)",
1177,"Westfield, IL (ROU)",
1178,"Eldred, IL (ROU)",
1179,"Lima, IL (ROU)",
1180,"Potomac, IL (ROU)",
1181,"Mount Olive, IL (ROU)",
1182,"Mentor, MN (COD)",
1183,"Warren, MN (COD)",
1184,"Baudette, MN (COD)",
1185,"Brainerd, MN (COD)",
1186,"Waubun, MN (COD)",
1187,"Fergus Falls, MN (COD)",
1188,"Duluth, MN (COD)",
1189,"East Grand Forks, MN (COD)",
1190,"Hibbing, MN (COD)",
1191,"Bemidji, MN (COD)",
1192,"Grand Rapids, MN (COD)",
1193,"Nashwauk, MN (COD)",
1194,"Brimson, MN (COD)",
1195,"Hoyt Lakes, MN (COD)",
1196,"Silver Bay, MN (COD)",
1197,"Middle River, MN (COD)",
1198,"Angle Inlet, MN (COD)",
1199,"Laporte, MN (COD)",
1200,"Moorhead, MN (COD)",
1201,"Sabin, MN (COD)",
1202,"Aurora, MN (COD)",
1203,"Detroit Lakes, MN (COD)",
1204,"Ely, MN (COD)",
1205,"Park Rapids, MN (COD)",
1206,"Lake Park, MN (COD)",
1207,"Blackduck, MN (COD)",
1208,"International Falls, MN (COD)",
1209,"Roseau, MN (COD)",
1210,"Puposky, MN (COD)",
1211,"Coleraine, MN (COD)",
1212,"Deer River, MN (COD)",
1213,"Marble, MN (COD)",
1214,"Virginia, MN (COD)",
1215,"Little Fork, MN (COD)",
1216,"Red Lake Falls, MN (COD)",
1217,"Chisholm, MN (COD)",
1218,"Bennettville, MN (COD)",
1219,"Buhl, MN (COD)",
1220,"Mahnomen, MN (COD)",
1221,"Grand Marais, MN (COD)",
1222,"Halma, MN (COD)",
1223,"Urbank, MN (COD)",
1224,"Gully, MN (COD)",
1225,"Wadena, MN (COD)",
1226,"Pequot Lakes, MN (COD)",
1227,"Kettle River, MN (COD)",
1228,"Crookston, MN (COD)",
1229,"Big Falls, MN (COD)",
1230,"Battle Lake, MN (COD)",
1231,"Ranier, MN (COD)",
1232,"Bear River, MN (COD)",
1233,"Grygla, MN (COD)",
1234,"Staples, MN (COD)",
1235,"Perham, MN (COD)",
1236,"Tower, MN (COD)",
1237,"Embarrass, MN (COD)",
1238,"Palo, MN (COD)",
1239,"Isabella, MN (COD)",
1240,"Frazee, MN (COD)",
1241,"Cass Lake, MN (COD)",
1242,"Parkers Prairie, MN (COD)",
1243,"Vergas, MN (COD)",
1244,"Alborn, MN (COD)",
1245,"Twin Valley, MN (COD)",
1246,"Moose Lake, MN (COD)",
1247,"Motley, MN (COD)",
1248,"Barnesville, MN (COD)",
1249,"Gary, MN (COD)",
1250,"Wright, MN (COD)",
1251,"Lengby, MN (COD)",
1252,"Cook, MN (COD)",
1253,"Longville, MN (COD)",
1254,"Ottertail, MN (COD)",
1255,"Tintah, MN (COD)",
1256,"Sturgeon Lake, MN (COD)",
1257,"Ash River, MN (COD)",
1258,"Callaway, MN (COD)",
1259,"Ericsburg, MN (COD)",
1260,"Goodridge, MN (COD)",
1261,"Humboldt, MN (COD)",
1262,"Barnum, MN (COD)",
1263,"Deerwood, MN (COD)",
1264,"Carlton, MN (COD)",
1265,"New York Mills, MN (COD)",
1266,"Warroad, MN (COD)",
1267,"Hill City, MN (COD)",
1268,"Leader, MN (COD)",
1269,"Tofte, MN (COD)",
1270,"Babbitt, MN (COD)",
1271,"Ada, MN (COD)",
1272,"Thief River Falls, MN (COD)",
1273,"Hawley, MN (COD)",
1274,"McGregor, MN (COD)",
1275,"Malung, MN (COD)",
1276,"Wannaska, MN (COD)",
1277,"Gateway, MN (COD)",
1278,"Meadowlands, MN (COD)",
1279,"Aitkin, MN (COD)",
1280,"Fosston, MN (COD)",
1281,"Karlstad, MN (COD)",
1282,"Argyle, MN (COD)",
1283,"Audubon, MN (COD)",
1284,"Roosevelt, MN (COD)",
1285,"Verndale, MN (COD)",
1286,"Breckenridge, MN (COD)",
1287,"Holt, MN (COD)",
1288,"Cloquet, MN (COD)",
1289,"Brookston, MN (COD)",
1290,"East Drayton, MN (COD)",
1291,"Halstad, MN (COD)",
1292,"Wendell, MN (COD)",
1293,"Gatzke, MN (COD)",
1294,"Deer Creek, MN (COD)",
1295,"Plummer, MN (COD)",
1296,"Donaldson, MN (COD)",
1297,"Solway, MN (COD)",
1298,"Nimrod, MN (COD)",
1299,"Hovland, MN (COD)",
1300,"Floodwood, MN (COD)",
1301,"Stephen, MN (COD)",
1302,"East Fairmount, MN (COD)",
1303,"Cotton, MN (COD)",
1304,"Gonvick, MN (COD)",
1305,"Wawina, MN (COD)",
1306,"Warba, MN (COD)",
1307,"Felton, MN (COD)",
1308,"Maine, MN (COD)",
1309,"Nickerson, MN (COD)",
1310,"Glyndon, MN (COD)",
1311,"Comstock, MN (COD)",
1312,"Walker, MN (COD)",
1313,"Two Harbors, MN (COD)",
1314,"Biwabik, MN (COD)",
1315,"Viking, MN (COD)",
1316,"Hallock, MN (COD)",
1317,"Badger, MN (COD)",
1318,"Cormorant, MN (COD)",
1319,"Wolf Lake, MN (COD)",
1320,"Sebeka, MN (COD)",
1321,"Ideal Corners, MN (COD)",
1322,"Crosby, MN (COD)",
1323,"Henning, MN (COD)",
1324,"Kimberly, MN (COD)",
1325,"Ponemah, MN (COD)",
1326,"East Abercrombie, MN (COD)",
1327,"Pine River, MN (COD)",
1328,"Breezy Point, MN (COD)",
1329,"McIntosh, MN (COD)",
1330,"Menahga, MN (COD)",
1331,"Remer, MN (COD)",
1332,"Flom, MN (COD)",
1333,"White Earth, MN (COD)",
1334,"Osage, MN (COD)",
1335,"Maple Bay, MN (COD)",
1336,"Lincoln, MN (COD)",
1337,"Borup, MN (COD)",
1338,"Turtle River, MN (COD)",
1339,"Dalton, MN (COD)",
1340,"Pelican Rapids, MN (COD)",
1341,"Ulen, MN (COD)",
1342,"Strandquist, MN (COD)",
1343,"Kabetogama, MN (COD)",
1344,"Campbell, MN (COD)",
1345,"Cromwell, MN (COD)",
1346,"Kelliher, MN (COD)",
1347,"Nevis, MN (COD)",
1348,"Federal Dam, MN (COD)",
1349,"Nisswa, MN (COD)",
1350,"Minerva, MN (COD)",
1351,"Denham, MN (COD)",
1352,"Squaw Lake, MN (COD)",
1353,"Bena, MN (COD)",
1354,"Kennedy, MN (COD)",
1355,"Hackensack, MN (COD)",
1356,"Red Lake, MN (COD)",
1357,"Woman Lake, MN (COD)",
1358,"Elbow Lake, MN (COD)",
1359,"Erskine, MN (COD)",
1360,"Crosslake, MN (COD)",
1361,"Bagley, MN (COD)",
1362,"Oslo, MN (COD)",
1363,"Brooks, MN (COD)",
1364,"Eagle Bend, MN (COD)",
1365,"Bigfork, MN (COD)",
1366,"Pillager, MN (COD)",
1367,"Ashby, MN (COD)",
1368,"Jacobson, MN (COD)",
1369,"Lake Bronson, MN (COD)",
1370,"Clarissa, MN (COD)",
1371,"Orr, MN (COD)",
1372,"Dent, MN (COD)",
1373,"Lancaster, MN (COD)",
1374,"Emily, MN (COD)",
1375,"Nokay Lake, MN (COD)",
1376,"Mission, MN (COD)",
1377,"Vining, MN (COD)",
1378,"Clearbrook, MN (COD)",
1379,"Washington Forest, MN (COD)",
1380,"Keewatin, MN (COD)",
1381,"Strathcona, MN (COD)",
1382,"Greenbush, MN (COD)",
1383,"Williams, MN (COD)",
1384,"Shevlin, MN (COD)",
1385,"Greaney, MN (COD)",
1386,"Outing, MN (COD)",
1387,"Oklee, MN (COD)",
1388,"Inger Wirt, MN (COD)",
1389,"St Vincent, MN (COD)",
1390,"Underwood, MN (COD)",
1391,"Marcell, MN (COD)",
1392,"Whipholt, MN (COD)",
1393,"Erhard, MN (COD)",
1394,"Palisade, MN (COD)",
1395,"Becida, MN (COD)",
1396,"Climax, MN (COD)",
1397,"Perley, MN (COD)",
1398,"Rothsay, MN (COD)",
1399,"Newfolden, MN (COD)",
1400,"Shelly, MN (COD)",
1401,"Boy River, MN (COD)",
1402,"Fisher, MN (COD)",
1403,"Bygland, MN (COD)",
1404,"Northome, MN (COD)",
1405,"Bertha, MN (COD)",
1406,"Beltrami, MN (COD)",
1407,"Rollag, MN (COD)",
1408,"Winger, MN (COD)",
1409,"Miltona, MN (COD)",
1410,"Fertile, MN (COD)",
1411,"Nielsville, MN (COD)",
1412,"Backus, MN (COD)",
1413,"Evansville, MN (COD)",
1414,"Alvarado, MN (COD)",
1415,"Hitterdal, MN (COD)",
1416,"St Hilaire, MN (COD)",
1417,"Leonard, MN (COD)",
1418,"Crane Lake, MN (COD)",
1419,"Wolverton, MN (COD)",
1420,"Gary, IN (BHS)",
1421,"Wheatfield, IN (BHS)",
1422,"Wheeler, IN (BHS)",
1423,"Francesville, IN (BHS)",
1424,"San Pierre, IN (BHS)",
1425,"Rensselaer, IN (BHS)",
1426,"Reynolds, IN (BHS)",
1427,"Remington, IN (BHS)",
1428,"Morocco, IN (BHS)",
1429,"Michigan City, IN (BHS)",
1430,"Medaryville, IN (BHS)",
1431,"Crown Point, IN (BHS)",
1432,"Lake Village, IN (BHS)",
1433,"Valparaiso, IN (BHS)",
1434,"Westville, IN (BHS)",
1435,"Hammond, IN (BHS)",
1436,"Merrillville, IN (BHS)",
1437,"Mount Ayr, IN (BHS)",
1438,"Brook, IN (BHS)",
1439,"Lowell, IN (BHS)",
1440,"Dyer, IN (BHS)",
1441,"Portage, IN (BHS)",
1442,"Cedar Lake, IN (BHS)",
1443,"Goodland, IN (BHS)",
1444,"Kentland, IN (BHS)",
1445,"Wolcott, IN (BHS)",
1446,"Highland, IN (BHS)",
1447,"Lake Station, IN (BHS)",
1448,"Chesterton, IN (BHS)",
1449,"Roselawn, IN (BHS)",
1450,"Monon, IN (BHS)",
1451,"East Chicago, IN (BHS)",
1452,"La Porte, IN (BHS)",
1453,"Demotte, IN (BHS)",
1454,"Rolling Prairie, IN (BHS)",
1455,"St John, IN (BHS)",
1456,"Lake of the Four Seasons, IN (BHS)",
1457,"Whiting, IN (BHS)",
1458,"Union Mills, IN (BHS)",
1459,"Hobart, IN (BHS)",
1460,"Wanatah, IN (BHS)",
1461,"Hebron, IN (BHS)",
1462,"La Crosse, IN (BHS)",
1463,"Kouts, IN (BHS)",
1464,"Hanna, IN (BHS)",
1465,"South Bend, IN (BHS)",
1466,"Frazeysburg, OH (NAM)",
1467,"Zanesville, OH (NAM)",
1468,"Tiltonsville, OH (NAM)",
1469,"Baltimore, OH (NAM)",
1470,"Kilbourne, OH (NAM)",
1471,"The Plains, OH (NAM)",
1472,"Lancaster, OH (NAM)",
1473,"Steubenville, OH (NAM)",
1474,"New Concord, OH (NAM)",
1475,"Pataskala, OH (NAM)",
1476,"Amanda, OH (NAM)",
1477,"Danville (Knox), OH (NAM)",
1478,"Ironton, OH (NAM)",
1479,"Sunbury, OH (NAM)",
1480,"Athens, OH (NAM)",
1481,"Alexandria, OH (NAM)",
1482,"Marion, OH (NAM)",
1483,"Roseville, OH (NAM)",
1484,"Thornville, OH (NAM)",
1485,"Martins Ferry, OH (NAM)",
1486,"Croton, OH (NAM)",
1487,"Newcomerstown, OH (NAM)",
1488,"Wilkesville, OH (NAM)",
1489,"Letart Falls, OH (NAM)",
1490,"Adamsville, OH (NAM)",
1491,"Byesville, OH (NAM)",
1492,"Chesapeake, OH (NAM)",
1493,"Nelsonville, OH (NAM)",
1494,"Chesterhill, OH (NAM)",
1495,"Fultonham, OH (NAM)",
1496,"Mingo Junction, OH (NAM)",
1497,"Marietta, OH (NAM)",
1498,"Millersport, OH (NAM)",
1499,"Old Washington, OH (NAM)",
1500,"Newark, OH (NAM)",
1501,"Laurelville, OH (NAM)",
1502,"Scio, OH (NAM)",
1503,"Barnesville, OH (NAM)",
1504,"Williamsport, OH (NAM)",
1505,"Idaho, OH (NAM)",
1506,"Portsmouth, OH (NAM)",
1507,"Reinersville-Hackney, OH (NAM)",
1508,"Walnut, OH (NAM)",
1509,"Coshocton, OH (NAM)",
1510,"Crooksville, OH (NAM)",
1511,"New Holland, OH (NAM)",
1512,"Guyan, OH (NAM)",
1513,"West Lafayette, OH (NAM)",
1514,"Chillicothe, OH (NAM)",
1515,"Wellston, OH (NAM)",
1516,"Prospect, OH (NAM)",
1517,"Rushville, OH (NAM)",
1518,"Graysville, OH (NAM)",
1519,"Sugar Grove, OH (NAM)",
1520,"Guysville, OH (NAM)",
1521,"Barlow, OH (NAM)",
1522,"Cooperdale, OH (NAM)",
1523,"Pleasantville, OH (NAM)",
1524,"Newport, OH (NAM)",
1525,"York, PA (BRA)",
1526,"Biglerville, PA (BRA)",
1527,"Hershey, PA (BRA)",
1528,"Airville, PA (BRA)",
1529,"Ickesburg, PA (BRA)",
1530,"Marion, PA (BRA)",
1531,"Fayetteville, PA (BRA)",
1532,"Columbia, PA (BRA)",
1533,"Lewistown (Mifflin), PA (BRA)",
1534,"Mount Holly Springs, PA (BRA)",
1535,"Denver, PA (BRA)",
1536,"Carlisle, PA (BRA)",
1537,"Dillsburg, PA (BRA)",
1538,"Frystown, PA (BRA)",
1539,"Mount Joy, PA (BRA)",
1540,"Landisville, PA (BRA)",
1541,"Leola, PA (BRA)",
1542,"Hensel, PA (BRA)",
1543,"Rawlinsville, PA (BRA)",
1544,"Chambersburg, PA (BRA)",
1545,"Lancaster, PA (BRA)",
